Fecha,IdVehiculo,IdModelo,IdCliente,Estado,Year,Precio
2017-03-29,2881,9,10041,Nuevo,2017,49987
2022-11-15,2882,14,14813,Segunda Mano,2010,16485
2020-01-22,2883,2,28390,Segunda Mano,2011,21977
2020-06-10,2884,7,2610,Nuevo,2020,43915
2023-05-28,2885,11,22860,Segunda-Mano,2019,27739
2017-12-16,2886,2,22046,Segunda Mano,2012,29123
2022-11-06,2887,5,18359,Nuevo,2022,21413
2020-08-01,2888,20,18782,Segunda\Mano,2017,30634
2017-12-24,2889,18,10217,Segunda-Mano,2012,22315
2015-10-08,2890,9,16496,Segunda Mano,2014,26228
2017-09-17,2891,10,8423,segunda mano,2009,22429
2020-01-30,2892,13,29047,Nuevo,2020,52704
2023-02-20,2893,5,12056,Segunda/Mano,2022,13307
2017-08-30,2894,19,26252,Segunda\Mano,2010,18718
2019-06-17,2895,18,11143,Segunda\Mano,2014,15623
2021-02-01,2896,6,1740,Segunda-Mano,2011,27668
2021-03-15,2897,8,28696,Nuevo,2021,45572
2016-09-16,2898,7,22986,segunda mano,2014,32961
2023-10-17,2899,10,18313,Segunda-Mano,2017,31997
2023-11-01,2900,15,28673,segunda mano,2014,13262
2015-02-17,2901,3,16092,Segunda-Mano,2007,23591
2017-08-19,2902,18,29043,Segunda Mano,2016,26405
2015-12-10,2903,3,5310,Nuevo,2015,48945
2015-01-27,2904,4,9649,Segunda\Mano,2002,14625
2016-01-07,2905,7,8701,Segunda\Mano,2007,23124
2019-06-26,2906,9,28179,Nuevo,2019,55869
2019-08-13,2907,6,16198,Segunda/Mano,2016,26213
2017-04-26,2908,10,28895,Segunda-Mano,2006,18782
2019-05-16,2909,4,18115,Nuevo,2019,29295
2015-04-03,2910,6,23988,Segunda-Mano,2008,24596
2016-11-05,2911,9,9499,Segunda-Mano,2008,22778
2023-09-03,2912,13,7475,Segunda\Mano,2013,30544
2018-06-26,2913,20,27332,Segunda-Mano,2006,22696
2017-04-30,2914,9,25891,Nuevo,2017,50521
2021-11-17,2915,12,14371,Nuevo,2021,53631
2018-04-10,2916,10,20573,Segunda\Mano,2015,37588
2019-10-16,2917,7,10378,Segunda Mano,2013,30792
2023-03-19,2918,14,8601,Segunda\Mano,2014,21320
2022-05-07,2919,3,2372,Nuevo,2022,37184
2021-04-08,2920,7,24831,Segunda\Mano,2012,18679
2016-03-31,2921,5,9033,Nuevo,2016,24897
2019-04-26,2922,12,2877,Nuevo,2019,39799
2019-07-23,2923,13,7096,Segunda/Mano,2005,36793
2015-01-12,2924,13,13205,Nuevo,2015,67016
2018-05-31,2925,10,14317,segunda mano,2006,25275
2019-06-28,2926,7,20969,Segunda\Mano,2013,20520
2017-10-07,2927,14,15756,Segunda/Mano,2010,18592
2022-09-10,2928,13,11526,Segunda Mano,2021,34173
2016-03-16,2929,13,21076,segunda mano,2004,21940
2022-01-25,2930,14,27790,segunda mano,2007,21456
2022-08-01,2931,8,28387,Nuevo,2022,44293
2020-12-22,2932,5,22861,Segunda-Mano,2006,10932
2023-09-19,2933,14,15291,Segunda/Mano,2017,23484
2017-12-19,2934,3,10889,segunda mano,2005,26573
2023-09-14,2935,12,2271,Segunda Mano,2018,25418
2019-12-21,2936,16,442,Segunda/Mano,2004,20719
2021-08-27,2937,12,11257,Nuevo,2021,46178
2018-11-30,2938,13,5842,Segunda-Mano,2014,44822
2019-01-06,2939,10,24635,Nuevo,2019,49670
2018-11-30,2940,19,4357,Segunda\Mano,2007,14950
2015-09-10,2941,14,21321,Segunda\Mano,2011,26442
2018-02-07,2942,15,11518,Segunda\Mano,2015,20713
2018-11-20,2943,18,29597,Segunda Mano,2013,24733
2021-09-12,2944,15,12795,Nuevo,2021,21197
2016-03-10,2945,5,19630,Segunda Mano,2001,10266
2021-06-28,2946,6,18587,Segunda Mano,2016,25639
2019-06-19,2947,7,18995,Segunda/Mano,2014,32329
2019-10-25,2948,10,566,segunda mano,2011,24153
2021-07-26,2949,4,7566,segunda mano,2012,22232
2016-01-13,2950,16,23500,Nuevo,2016,26835
2019-12-06,2951,16,21734,Segunda\Mano,2004,20250
2015-05-06,2952,12,14607,Segunda/Mano,2010,28856
2018-11-11,2953,13,27842,segunda mano,2016,54117
2023-04-06,2954,8,2613,Nuevo,2023,40617
2022-07-18,2955,15,4116,Segunda\Mano,2009,13503
2019-10-02,2956,11,10365,Nuevo,2019,30480
2016-12-04,2957,14,9745,Nuevo,2016,35283
2016-08-12,2958,17,9845,Nuevo,2016,30853
2022-01-06,2959,12,21954,Segunda Mano,2007,26804
2022-03-08,2960,1,24807,Segunda-Mano,2014,11983
2018-05-20,2961,15,25607,Segunda-Mano,2008,16731
2021-07-10,2962,9,8717,Segunda Mano,2011,29099
2021-03-07,2963,15,13383,Nuevo,2021,23240
2016-08-23,2964,18,26402,Nuevo,2016,40863
2022-12-19,2965,9,7868,Segunda/Mano,2019,26367
2015-10-24,2966,8,27720,Segunda/Mano,2000,23685
2020-12-04,2967,15,350,Nuevo,2020,24435
2016-11-18,2968,14,28201,Segunda-Mano,2003,18414
2022-06-02,2969,5,19751,Nuevo,2022,27715
2021-07-02,2970,15,3846,Segunda-Mano,2019,15032
2017-06-08,2971,12,29102,Nuevo,2017,37148
2021-04-25,2972,13,24390,Segunda-Mano,2016,47472
2017-09-15,2973,7,25750,Segunda\Mano,2003,25166
2018-09-07,2974,15,1164,Segunda/Mano,2015,19514
2020-07-08,2975,8,19008,Segunda-Mano,2012,30073
2017-10-21,2976,7,29031,Segunda\Mano,2011,21010
2021-05-23,2977,5,20508,Nuevo,2021,23127
2022-12-06,2978,10,29964,Segunda\Mano,2014,26182
2017-06-30,2979,8,24393,Nuevo,2017,47598
2015-01-06,2980,6,3463,Nuevo,2015,35899
2022-08-11,2981,10,10922,Nuevo,2022,45594
2017-07-25,2982,10,20946,Nuevo,2017,34411
2017-09-04,2983,11,8268,segunda mano,2006,18524
2023-11-05,2984,6,21772,Segunda-Mano,2012,24316
2022-07-16,2985,1,29644,Nuevo,2022,30026
2023-10-13,2986,6,27911,Segunda\Mano,2014,26844
2023-06-27,2987,14,27478,segunda mano,2017,30676
2019-09-27,2988,13,22100,Segunda-Mano,2018,30829
2017-06-07,2989,7,21934,Segunda/Mano,2002,18541
2015-10-11,2990,9,11911,segunda mano,2001,25617
2018-10-28,2991,6,25991,Nuevo,2018,39258
2017-05-01,2992,8,10815,Segunda Mano,2010,31580
2019-04-09,2993,17,2240,Segunda-Mano,2008,17930
2015-02-09,2994,14,24595,Segunda Mano,2012,22356
2019-01-15,2995,10,11920,Segunda Mano,2005,24567
2023-04-12,2996,10,2651,segunda mano,2013,21934
2016-08-02,2997,14,19803,Nuevo,2016,32226
2019-01-20,2998,4,1297,segunda mano,2008,22134
2021-08-10,2999,19,11839,segunda mano,2007,11930
2022-06-19,3000,20,29689,Segunda-Mano,2011,20048
2022-05-27,3001,10,27234,segunda mano,2011,26870
2018-06-02,3002,12,29303,Nuevo,2018,50549
2015-12-18,3003,14,10056,Nuevo,2015,28779
2019-07-19,3004,7,8172,Nuevo,2019,46878
2016-02-10,3005,14,1324,segunda mano,2014,24691
2017-09-30,3006,1,13784,Segunda-Mano,2004,17391
2018-09-14,3007,18,14960,Segunda Mano,2004,25447
2016-04-16,3008,4,96,Nuevo,2016,40283
2019-04-08,3009,16,28826,Segunda\Mano,2014,21542
2023-01-19,3010,8,4265,Segunda Mano,2016,27544
2023-10-01,3011,17,2787,segunda mano,2016,14264
2021-06-08,3012,11,3029,Segunda-Mano,2012,26168
2015-05-02,3013,12,22401,Segunda\Mano,2003,23246
2017-08-28,3014,9,2731,Segunda/Mano,2014,35241
2020-12-01,3015,14,2190,Nuevo,2020,40338
2023-04-20,3016,7,19263,Segunda\Mano,2015,20229
2020-02-12,3017,6,17621,Nuevo,2020,40912
2020-05-27,3018,12,9870,Segunda\Mano,2011,26317
2023-05-04,3019,12,20596,Segunda-Mano,2010,28666
2021-12-07,3020,7,28614,Segunda/Mano,2010,27711
2020-04-11,3021,15,23552,segunda mano,2012,13569
2015-10-26,3022,17,15377,Segunda\Mano,2006,16202
2017-11-19,3023,10,6322,segunda mano,2002,25039
2023-11-12,3024,6,20288,Nuevo,2023,33838
2020-06-30,3025,12,10829,Segunda\Mano,2017,32303
2016-08-06,3026,13,14783,Segunda/Mano,2010,34617
2018-04-19,3027,1,9802,Nuevo,2018,24785
2017-10-15,3028,14,9497,Nuevo,2017,36770
2023-05-20,3029,18,12630,segunda mano,2008,23761
2022-02-21,3030,4,2836,Nuevo,2022,38467
2015-04-18,3031,12,8477,Segunda\Mano,2011,32307
2019-10-16,3032,19,12594,Segunda-Mano,2008,15041
2021-03-22,3033,13,13054,Segunda Mano,2016,37711
2019-01-06,3034,11,712,Nuevo,2019,31612
2017-01-13,3035,10,19646,Nuevo,2017,50296
2016-04-01,3036,13,2932,Segunda/Mano,2014,45521
2016-08-24,3037,10,20145,Segunda Mano,2015,33000
2016-11-17,3038,6,2130,Nuevo,2016,42128
2017-08-17,3039,17,29333,Nuevo,2017,23263
2020-02-08,3040,11,26139,Segunda/Mano,2005,23597
2020-07-02,3041,13,27031,Nuevo,2020,47402
2018-09-13,3042,14,13716,Segunda\Mano,2015,26707
2019-12-21,3043,1,4260,Segunda Mano,2011,18883
2021-09-21,3044,19,2834,Nuevo,2021,25705
2023-10-23,3045,16,7231,Segunda\Mano,2009,22884
2017-11-22,3046,16,26051,Segunda-Mano,2013,20034
2019-05-15,3047,16,23565,segunda mano,2012,19967
2016-11-19,3048,9,25760,Segunda Mano,2013,34626
2022-11-19,3049,12,26814,Segunda\Mano,2012,25052
2016-10-11,3050,10,24360,segunda mano,2004,24627
2016-08-16,3051,5,15965,Segunda\Mano,2008,15065
2020-01-27,3052,13,7392,Segunda Mano,2007,32156
2022-11-04,3053,11,21742,Segunda Mano,2008,22485
2022-01-11,3054,14,5011,Nuevo,2022,36784
2020-02-19,3055,15,17042,Nuevo,2020,23800
2020-10-11,3056,8,8810,segunda mano,2010,20504
2021-10-29,3057,11,8342,Segunda-Mano,2017,31936
2019-01-03,3058,18,5765,Segunda-Mano,2011,18697
2020-01-03,3059,1,19886,Segunda Mano,2012,18426
2015-12-26,3060,9,14930,Segunda-Mano,2004,24913
2023-12-16,3061,13,23081,Segunda Mano,2010,41490
2018-12-04,3062,7,18354,Nuevo,2018,43271
2021-12-23,3063,13,20855,Segunda/Mano,2011,37792
2017-01-09,3064,5,2745,Segunda Mano,2004,15171
2020-08-29,3065,17,24682,Segunda/Mano,2005,11450
2023-07-09,3066,6,26471,Segunda-Mano,2014,29266
2016-06-14,3067,6,22356,Segunda\Mano,2006,24760
2021-07-03,3068,8,23768,Segunda/Mano,2014,20880
2017-05-01,3069,16,16570,Segunda Mano,2008,15454
2020-09-19,3070,14,9435,Nuevo,2020,29893
2017-03-10,3071,9,10973,Segunda-Mano,2006,31568
2020-11-09,3072,10,17486,segunda mano,2012,24266
2022-09-17,3073,9,21214,Nuevo,2022,47236
2016-05-12,3074,12,20723,Segunda/Mano,2008,30203
2022-04-14,3075,4,16914,Nuevo,2022,41003
2016-07-22,3076,10,15141,Nuevo,2016,36659
2016-03-04,3077,12,18350,Segunda Mano,2007,28571
2019-12-30,3078,6,10365,Segunda-Mano,2009,24706
2022-05-02,3079,5,18956,Segunda\Mano,2015,17361
2017-10-13,3080,4,23526,Nuevo,2017,28595
2020-01-04,3081,6,9822,Segunda/Mano,2005,16592
2018-10-04,3082,19,9321,Nuevo,2018,26139
2019-05-20,3083,9,6459,Segunda Mano,2014,31604
2017-03-10,3084,5,16505,segunda mano,2005,14916
2022-08-28,3085,1,4473,Segunda/Mano,2017,20449
2017-02-05,3086,12,9260,Nuevo,2017,42719
2017-05-09,3087,7,22023,Segunda/Mano,2005,27057
2020-05-09,3088,8,22323,Segunda Mano,2017,29643
2016-12-17,3089,8,5054,segunda mano,2012,28454
2019-05-03,3090,8,13803,Segunda/Mano,2016,23785
2020-08-30,3091,1,21061,Nuevo,2020,23733
2023-05-16,3092,13,13591,Nuevo,2023,45585
2022-12-01,3093,10,8792,Segunda Mano,2010,20287
2022-10-09,3094,8,10775,Nuevo,2022,46692
2017-11-26,3095,17,22672,Nuevo,2017,24493
2022-01-09,3096,15,22383,Nuevo,2022,22009
2018-03-16,3097,17,21213,Segunda Mano,2003,15008
2020-10-08,3098,20,3417,Nuevo,2020,39407
2021-03-07,3099,9,2,Segunda\Mano,2016,31812
2016-02-22,3100,16,776,Segunda/Mano,2003,16286
2022-09-10,3101,9,29981,Segunda\Mano,2013,25844
2019-04-08,3102,14,13903,Nuevo,2019,37952
2020-10-25,3103,16,24694,Segunda/Mano,2016,24965
2017-08-13,3104,9,4533,Segunda-Mano,2009,26038
2015-01-24,3105,9,3130,Segunda/Mano,2004,27030
2019-05-05,3106,20,4266,segunda mano,2005,17873
2019-12-30,3107,12,4756,Segunda\Mano,2008,24003
2018-05-20,3108,3,13578,Segunda-Mano,2005,19574
2020-03-10,3109,12,15452,segunda mano,2011,37031
2023-04-09,3110,7,27293,segunda mano,2010,28490
2016-08-28,3111,14,27260,Nuevo,2016,36494
2019-11-24,3112,9,20471,Segunda-Mano,2015,33837
2023-08-29,3113,17,13544,segunda mano,2016,17174
2023-04-05,3114,3,22940,segunda mano,2019,32027
2022-12-01,3115,6,15610,Nuevo,2022,30851
2019-04-09,3116,7,17484,Nuevo,2019,47055
2022-07-28,3117,13,16107,Segunda\Mano,2016,26626
2016-01-25,3118,18,6247,Segunda\Mano,2011,32151
2019-12-31,3119,6,14252,Segunda-Mano,2010,17242
2019-11-13,3120,8,21944,Segunda-Mano,2005,29368
2018-08-17,3121,13,24014,Nuevo,2018,57422
2017-06-06,3122,4,9462,Nuevo,2017,31080
2023-03-16,3123,11,8345,Nuevo,2023,40211
2020-07-23,3124,9,19799,Segunda-Mano,2014,34222
2015-04-17,3125,12,13733,Segunda/Mano,2001,21303
2020-10-18,3126,6,28661,Segunda-Mano,2012,21072
2018-04-05,3127,17,15224,Segunda-Mano,2009,22040
2015-12-25,3128,12,18028,Segunda-Mano,2005,26627
2017-04-12,3129,8,2219,Segunda\Mano,2004,32041
2015-06-17,3130,9,18255,Nuevo,2015,55599
2023-11-25,3131,19,4910,Nuevo,2023,28825
2015-06-04,3132,7,26936,Segunda Mano,2000,28128
2020-12-31,3133,4,12776,segunda mano,2011,15402
2020-11-18,3134,10,15829,Segunda/Mano,2012,25282
2015-03-24,3135,7,5926,Nuevo,2015,40408
2019-08-06,3136,7,10353,Nuevo,2019,36745
2021-02-19,3137,9,24974,Nuevo,2021,54821
2019-01-12,3138,8,24780,Segunda\Mano,2013,33508
2015-06-03,3139,2,24025,Nuevo,2015,33150
2019-02-09,3140,3,10364,Segunda\Mano,2013,25323
2015-11-06,3141,16,29445,Segunda/Mano,2013,20782
2018-06-22,3142,9,27350,Segunda-Mano,2004,25266
2023-02-15,3143,3,18930,Segunda-Mano,2016,19408
2018-02-24,3144,9,9570,Segunda\Mano,2011,27328
2020-06-27,3145,6,7631,Nuevo,2020,41930
2021-09-29,3146,16,9261,Segunda-Mano,2019,23565
2016-03-26,3147,8,5095,Nuevo,2016,45312
2020-07-11,3148,18,16617,Segunda-Mano,2015,16831
2018-11-09,3149,11,23965,Segunda-Mano,2013,27785
2021-10-06,3150,4,7178,Nuevo,2021,32461
2015-04-14,3151,11,28638,Segunda-Mano,2003,19574
2019-10-25,3152,3,29332,Nuevo,2019,33658
2023-11-05,3153,15,8074,segunda mano,2016,10977
2022-05-05,3154,5,13144,Nuevo,2022,22452
2022-07-16,3155,7,29832,Segunda Mano,2020,27558
2018-09-09,3156,12,27334,Nuevo,2018,52672
2017-10-20,3157,2,26204,segunda mano,2006,24017
2018-11-05,3158,11,4076,segunda mano,2017,25308
2018-09-14,3159,16,17425,Segunda Mano,2007,23351
2015-04-05,3160,14,26174,Nuevo,2015,31588
2022-01-12,3161,11,12366,Segunda\Mano,2008,21795
2017-06-30,3162,10,20335,Segunda-Mano,2004,22607
2017-10-17,3163,11,11588,Segunda\Mano,2014,30356
2015-06-05,3164,16,11450,Segunda Mano,2004,14631
2023-06-08,3165,8,11080,Segunda Mano,2011,27477
2016-09-22,3166,10,9690,Segunda\Mano,2007,31338
2022-06-15,3167,17,4549,segunda mano,2021,19954
2018-11-30,3168,7,2412,Nuevo,2018,43754
2017-06-21,3169,12,20493,Nuevo,2017,39398
2022-02-10,3170,10,1914,Nuevo,2022,45938
2016-03-24,3171,7,3291,Nuevo,2016,46606
2016-01-01,3172,7,26393,Segunda\Mano,2009,24641
2015-07-19,3173,13,18184,Nuevo,2015,47791
2022-06-02,3174,14,27242,Nuevo,2022,39673
2021-08-17,3175,14,29602,segunda mano,2011,18142
2023-09-21,3176,4,18743,Segunda-Mano,2013,23231
2020-12-16,3177,13,23465,Nuevo,2020,53646
2022-11-26,3178,2,15905,Segunda/Mano,2014,26700
2020-07-12,3179,9,10328,Segunda/Mano,2015,22327
2019-07-14,3180,9,11525,Segunda Mano,2017,28117
2019-05-10,3181,11,26561,Nuevo,2019,38570
2023-07-13,3182,6,8562,segunda mano,2018,24876
2022-02-12,3183,14,16647,Segunda\Mano,2007,20594
2018-01-15,3184,9,9752,segunda mano,2006,25695
2017-05-07,3185,3,24630,Nuevo,2017,36859
2019-12-25,3186,10,20393,Nuevo,2019,47947
2022-08-16,3187,3,2941,Nuevo,2022,39390
2017-06-03,3188,10,1547,Segunda/Mano,2007,21730
2021-02-11,3189,13,12359,Segunda-Mano,2014,28084
2023-03-11,3190,17,4554,Segunda Mano,2021,19811
2019-09-06,3191,6,12672,segunda mano,2012,18553
2023-11-02,3192,3,10925,Nuevo,2023,41634
2017-01-27,3193,8,28731,Nuevo,2017,55051
2022-08-06,3194,1,656,Segunda\Mano,2014,16300
2015-04-08,3195,14,17482,Segunda/Mano,2000,11996
2023-09-08,3196,10,27122,Segunda-Mano,2009,27082
2020-12-26,3197,16,14201,Nuevo,2020,34560
2015-03-15,3198,12,722,Nuevo,2015,54937
2021-06-06,3199,17,21924,Segunda-Mano,2017,16370
2021-02-08,3200,9,22767,Segunda\Mano,2020,29799
2020-09-26,3201,13,19493,Segunda/Mano,2017,45951
2016-02-03,3202,16,7202,Segunda-Mano,2013,27074
2019-05-23,3203,3,12935,Segunda Mano,2008,20561
2021-06-03,3204,9,25725,Segunda/Mano,2016,37269
2020-12-27,3205,2,13114,Segunda\Mano,2012,27710
2021-08-05,3206,12,13495,Nuevo,2021,43979
2017-11-08,3207,12,27825,Nuevo,2017,50017
2022-10-10,3208,11,6188,segunda mano,2007,13576
2019-11-14,3209,8,134,Segunda/Mano,2013,20005
2021-06-23,3210,11,29317,Segunda/Mano,2006,16753
2016-01-29,3211,7,22171,Segunda/Mano,2002,18534
2021-01-16,3212,16,22867,Nuevo,2021,34830
2019-05-15,3213,6,16477,Segunda Mano,2018,28543
2021-12-07,3214,9,11100,Nuevo,2021,45530
2019-12-12,3215,14,5466,Nuevo,2019,31121
2015-01-20,3216,12,16473,segunda mano,2012,27448
2016-03-23,3217,9,6229,Segunda Mano,2001,24552
2015-07-13,3218,6,4179,segunda mano,2011,22589
2021-02-09,3219,8,23947,Segunda-Mano,2010,26459
2019-09-06,3220,10,6352,Segunda Mano,2004,23250
2018-04-04,3221,12,29115,Segunda/Mano,2017,27240
2019-09-25,3222,19,10082,Segunda/Mano,2006,14112
2023-11-02,3223,2,10136,Nuevo,2023,41794
2016-12-09,3224,8,24031,Nuevo,2016,41478
2022-02-27,3225,2,25741,Segunda-Mano,2010,26864
2023-07-08,3226,7,18105,Nuevo,2023,32763
2023-11-22,3227,11,16728,Nuevo,2023,37117
2021-10-20,3228,3,5271,Segunda Mano,2015,32507
2021-04-09,3229,15,4483,Segunda Mano,2009,12147
2017-06-11,3230,15,19955,Segunda-Mano,2005,14321
2017-06-23,3231,12,10396,Nuevo,2017,51204
2021-08-10,3232,14,9734,Segunda-Mano,2011,18993
2017-07-03,3233,12,20107,Segunda-Mano,2009,23997
2018-09-24,3234,10,4082,segunda mano,2004,20491
2022-01-26,3235,9,29118,Nuevo,2022,43599
2022-09-05,3236,19,20875,Segunda-Mano,2017,13641
2019-03-30,3237,6,1293,Segunda/Mano,2008,23888
2022-08-27,3238,15,24876,Segunda Mano,2021,17094
2021-05-15,3239,17,21048,Segunda\Mano,2013,18093
2015-12-25,3240,10,29658,segunda mano,2014,32319
2022-05-11,3241,16,26448,segunda mano,2015,23766
2022-09-28,3242,18,1498,segunda mano,2015,21764
2021-02-03,3243,18,17095,Nuevo,2021,31936
2021-12-26,3244,10,9102,segunda mano,2010,29186
2019-01-07,3245,11,9760,Segunda Mano,2016,30816
2017-08-08,3246,12,19842,Nuevo,2017,40357
2017-01-17,3247,18,29590,segunda mano,2010,18641
2016-09-04,3248,13,11681,Segunda Mano,2002,33925
2016-12-09,3249,5,26374,Segunda Mano,2007,17084
2021-02-23,3250,6,29807,Nuevo,2021,39769
2021-10-01,3251,1,29310,Segunda Mano,2015,20243
2021-08-09,3252,10,17209,Segunda Mano,2016,22916
2021-01-14,3253,12,6673,segunda mano,2018,24695
2021-10-22,3254,6,3954,Nuevo,2021,38102
2022-07-14,3255,4,19596,Segunda Mano,2010,23690
2018-12-13,3256,12,6812,Segunda-Mano,2003,27352
2015-03-15,3257,15,19155,Segunda Mano,2008,12760
2016-05-25,3258,6,2893,Segunda/Mano,2003,18434
2018-06-08,3259,7,28510,segunda mano,2004,21440
2018-04-06,3260,19,9678,segunda mano,2016,19453
2020-08-15,3261,4,27206,Nuevo,2020,36690
2017-09-30,3262,14,20003,segunda mano,2012,18397
2022-10-14,3263,9,14549,segunda mano,2012,30830
2016-11-26,3264,19,8445,Nuevo,2016,26747
2021-10-30,3265,17,19000,Segunda Mano,2009,14794
2021-09-13,3266,14,4362,Segunda-Mano,2014,24174
2023-02-12,3267,14,22871,Nuevo,2023,27215
2016-10-08,3268,20,21927,Nuevo,2016,39439
2022-09-26,3269,13,23740,Segunda Mano,2015,32487
2019-08-09,3270,8,10971,Segunda/Mano,2011,22305
2015-07-07,3271,10,9905,Segunda\Mano,2007,23375
2023-11-11,3272,12,18700,Segunda/Mano,2022,38471
2020-04-09,3273,12,25235,Nuevo,2020,52484
2020-09-02,3274,13,3741,Nuevo,2020,51567
2020-12-30,3275,3,29893,Segunda Mano,2015,23251
2021-12-20,3276,16,18831,Segunda\Mano,2015,27252
2015-01-23,3277,6,3937,Segunda-Mano,2011,32996
2023-12-13,3278,15,13871,Segunda-Mano,2019,20137
2017-09-01,3279,6,4924,Segunda-Mano,2002,17889
2022-11-21,3280,7,17330,Nuevo,2022,34658
2019-01-29,3281,9,2262,Segunda Mano,2009,24275
2018-08-21,3282,14,25650,Nuevo,2018,33990
2019-08-15,3283,15,22319,Segunda\Mano,2015,15501
2023-04-09,3284,13,16776,segunda mano,2016,50907
2016-07-03,3285,10,25203,Nuevo,2016,49483
2020-04-08,3286,6,11712,Nuevo,2020,33762
2019-08-12,3287,3,9409,Segunda/Mano,2016,28757
2020-12-19,3288,8,11623,Segunda/Mano,2015,26291
2017-06-17,3289,4,496,Segunda-Mano,2009,16750
2015-11-12,3290,4,12636,Segunda/Mano,2001,16935
2023-12-07,3291,12,17010,Nuevo,2023,49843
2018-11-04,3292,4,18993,Segunda\Mano,2017,28571
2021-02-01,3293,14,6401,Nuevo,2021,34501
2023-08-02,3294,13,8468,Segunda/Mano,2013,35738
2022-02-12,3295,14,7447,Segunda-Mano,2019,27663
2017-07-15,3296,6,363,Segunda\Mano,2007,22508
2015-12-12,3297,11,24464,Nuevo,2015,35854
2023-10-23,3298,7,17064,segunda mano,2009,25728
2015-10-13,3299,7,27569,Segunda Mano,2008,31557
2023-02-10,3300,1,14304,Segunda Mano,2012,14829
2018-04-23,3301,11,893,Segunda-Mano,2008,20916
2015-02-26,3302,12,2864,Nuevo,2015,53865
2022-11-28,3303,9,29196,Segunda-Mano,2010,23098
2019-10-01,3304,17,25411,Segunda/Mano,2006,15603
2023-12-26,3305,18,21452,Nuevo,2023,32391
2023-12-17,3306,1,20372,Nuevo,2023,25564
2023-06-18,3307,11,22071,Segunda\Mano,2021,19049
2017-03-13,3308,11,20319,segunda mano,2003,23661
2020-04-30,3309,12,9643,Segunda-Mano,2013,39119
2018-02-01,3310,13,29541,Nuevo,2018,60530
2017-09-01,3311,9,21499,Nuevo,2017,43063
2015-08-19,3312,10,18255,Nuevo,2015,38071
2017-09-05,3313,12,29692,Segunda-Mano,2011,28031
2023-06-02,3314,7,29178,Segunda Mano,2013,24415
2017-04-26,3315,10,19557,Nuevo,2017,42644
2021-01-03,3316,8,601,Nuevo,2021,41058
2017-01-11,3317,8,4132,Segunda\Mano,2006,27636
2022-08-15,3318,12,1817,Nuevo,2022,43849
2019-04-09,3319,9,1015,Segunda/Mano,2017,27436
2023-11-30,3320,14,11258,Segunda-Mano,2009,24187
2021-08-27,3321,8,6990,Segunda Mano,2020,30918
2017-04-02,3322,19,29001,Nuevo,2017,33318
2018-01-03,3323,7,23857,Nuevo,2018,37779
2020-04-23,3324,6,2326,Nuevo,2020,31163
2017-07-28,3325,14,3421,Nuevo,2017,31464
2017-02-04,3326,4,29700,Segunda Mano,2015,24741
2020-12-11,3327,13,22831,Segunda-Mano,2005,34688
2023-07-25,3328,9,5132,Segunda-Mano,2011,25628
2020-05-07,3329,16,26674,Nuevo,2020,38870
2017-01-13,3330,11,10148,segunda mano,2003,21277
2019-06-13,3331,7,12251,Nuevo,2019,39622
2020-04-01,3332,11,29253,Segunda\Mano,2010,18618
2023-08-11,3333,13,5213,segunda mano,2016,39504
2022-09-13,3334,8,8786,Segunda-Mano,2007,26754
2021-08-31,3335,2,4039,Segunda/Mano,2017,31246
2022-03-08,3336,12,9082,Nuevo,2022,42247
2019-11-10,3337,6,14168,Segunda\Mano,2007,23686
2023-01-04,3338,15,16495,Nuevo,2023,24367
2019-09-19,3339,12,25154,segunda mano,2006,29884
2022-01-12,3340,4,2681,Nuevo,2022,28028
2018-03-17,3341,12,29162,Segunda/Mano,2016,38592
2023-05-29,3342,3,27371,Segunda-Mano,2020,37059
2021-11-19,3343,12,26859,Segunda/Mano,2018,32783
2019-03-21,3344,2,28021,Segunda-Mano,2007,24474
2017-06-14,3345,13,22625,Nuevo,2017,51475
2016-11-20,3346,14,16401,Nuevo,2016,37839
2018-06-21,3347,7,9754,Nuevo,2018,38855
2021-06-05,3348,6,14429,Segunda-Mano,2016,22657
2020-10-22,3349,9,5774,Segunda\Mano,2017,30009
2022-03-13,3350,10,8020,Segunda/Mano,2018,24855
2023-02-12,3351,2,8801,segunda mano,2008,24782
2016-08-14,3352,13,24920,Segunda\Mano,2005,38439
2019-08-27,3353,19,3719,Nuevo,2019,25013
2021-12-29,3354,5,8387,Nuevo,2021,21186
2022-12-16,3355,17,9672,Nuevo,2022,29849
2020-08-01,3356,13,19853,Nuevo,2020,59199
2015-09-18,3357,5,107,Segunda/Mano,2010,18237
2018-03-19,3358,4,26395,Nuevo,2018,30462
2022-12-07,3359,5,6675,segunda mano,2020,19712
2019-10-10,3360,6,29319,segunda mano,2010,19698
2018-09-05,3361,13,973,Segunda-Mano,2011,28074
2022-05-23,3362,10,2779,Nuevo,2022,35608
2020-12-22,3363,8,19114,Nuevo,2020,40803
2015-09-18,3364,7,26358,Nuevo,2015,41529
2018-04-15,3365,8,26298,Nuevo,2018,37301
2020-05-08,3366,14,3629,Segunda/Mano,2016,21065
2021-02-01,3367,19,16069,segunda mano,2011,14880
2020-12-21,3368,10,12364,Segunda\Mano,2019,29542
2019-12-02,3369,3,27575,Nuevo,2019,45215
2018-10-19,3370,16,25165,Nuevo,2018,36325
2021-08-16,3371,14,12249,Segunda/Mano,2009,17980
